sector,ocupacion,genero,edad,escolaridad,municipio,H-P-V
Comercio,otro,H,25-49,Carrera técnica o preparatoria,juarez,2291-143/2-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,apodaca,2801-116/2-1
Comercio,otro,H,25-49,Carrera técnica o preparatoria,apodaca,2802-156/1-1
Servicios,otro,H,15-17,Primaria o Secundaria,apodaca,2802-156/2-1
Industria manufacturera,otro,H,25-49,Carrera técnica o preparatoria,apodaca,2803-162/3-1
Servicios,trabajador,H,25-49,Licenciatura,apodaca,2804-124/2-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,apodaca,2806-126/1-1
Servicios,otro,F,18-24,Carrera técnica o preparatoria,apodaca,2806-126/2-1
Servicios,otro,F,65-130,Primaria o Secundaria,apodaca,2807-138/1-1
Comercio,otro,H,50-59,Carrera técnica o preparatoria,apodaca,2808-159/2-1
Industria manufacturera,otro,H,18-24,Carrera técnica o preparatoria,escobedo,2810-102/1-1
Comercio,otro,H,50-59,Primaria o Secundaria,escobedo,2812-114/1-1
Industria manufacturera,trabajador,F,18-24,Primaria o Secundaria,escobedo,2813-111/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,escobedo,2813-111/2-1
Otro,otro,F,25-49,Primaria o Secundaria,escobedo,2813-111/3-1
Servicios,otro,H,25-49,Primaria o Secundaria,escobedo,2814-119/1-1
Industria manufacturera,trabajador,F,25-49,Primaria o Secundaria,escobedo,2814-119/2-1
Industria manufacturera,independiente,H,25-49,Carrera técnica o preparatoria,monterrey,4100-301/1-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,monterrey,4102-392/2-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,monterrey,4103-432/1-1
Comercio,independiente,H,25-49,Carrera técnica o preparatoria,monterrey,4104-419/1-1
Servicios,otro,H,25-49,Licenciatura,monterrey,4105-S/N/2-1
Servicios,otro,H,25-49,Carrera técnica o preparatoria,monterrey,4107-S/N/2-1
Comercio,otro,H,25-49,Licenciatura,monterrey,4108-S/N/3-1
Servicios,otro,H,18-24,Primaria o Secundaria,monterrey,4110-1561/1-1
Servicios,trabajador,F,18-24,Licenciatura,monterrey,4110-1561/6-1
Industria manufacturera,trabajador,F,25-49,Licenciatura,monterrey,4111-1505/2-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,monterrey,4112-1529/2-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,monterrey,4113-1549/3-1
Transporte y comunicaciones,trabajador,H,18-24,Carrera técnica o preparatoria,monterrey,4120-5083/3-1
Servicios,otro,H,18-24,Carrera técnica o preparatoria,monterrey,4120-5083/4-1
Otro,otro,F,18-24,Licenciatura,monterrey,4120-5083/5-1
Otro,otro,H,65-130,Licenciatura,monterrey,4122-5088/1-1
Servicios,otro,F,25-49,Carrera técnica o preparatoria,monterrey,4124-5104/2-1
Gobierno,otro,H,60-64,Licenciatura,monterrey,4125-5120/1-1
Servicios,otro,F,50-59,Primaria o Secundaria,monterrey,4126-5123/2-1
Industria manufacturera,otro,H,25-49,Carrera técnica o preparatoria,monterrey,4127-5133/2-1
Servicios,otro,H,50-59,Licenciatura,monterrey,4128-5117/1-1
Industria manufacturera,trabajador,F,18-24,Primaria o Secundaria,monterrey,4130-1500/3-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,monterrey,4132-5409/3-1
Servicios,trabajador,H,25-49,Licenciatura,monterrey,4312-108/1-1
Servicios,trabajador,F,25-49,Licenciatura,monterrey,4312-108/2-1
Otro,otro,F,18-24,Carrera técnica o preparatoria,monterrey,4316-3020/2-1
Servicios,otro,H,25-49,Carrera técnica o preparatoria,monterrey,4317-3013/1-1
Servicios,otro,F,25-49,Carrera técnica o preparatoria,monterrey,4317-3013/2-1
Otro,otro,F,18-24,Carrera técnica o preparatoria,monterrey,4317-3013/3-1
Industria manufacturera,trabajador,F,50-59,Carrera técnica o preparatoria,monterrey,4341-3036/1-1
Servicios,otro,F,25-49,Licenciatura,monterrey,4361-5110/1-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,monterrey,4382-132/1-1
Industria manufacturera,otro,H,25-49,Primaria o Secundaria,monterrey,4391-5111/2-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,monterrey,4392-5114/1-1
Servicios,trabajador,H,60-64,Carrera técnica o preparatoria,monterrey,4422-424/2-1
Otro,otro,H,65-130,Licenciatura,monterrey,4423-S/N/2-1
Gobierno,trabajador,H,25-49,Licenciatura,monterrey,4428-494/3-1
Otro,otro,H,60-64,Primaria o Secundaria,monterrey,4432-4862/1-2
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,monterrey,4433-4832A/1-1
Comercio,otro,F,50-59,Carrera técnica o preparatoria,monterrey,4434-1081/1-2
Servicios,otro,H,18-24,Carrera técnica o preparatoria,monterrey,4438-1024/3-2
Servicios,trabajador,H,25-49,Primaria o Secundaria,monterrey,4440-1012/1-1
Construcción,otro,H,65-130,Primaria o Secundaria,monterrey,4482-6121/1-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,monterrey,4483-6137/2-1
Comercio,otro,F,25-49,Carrera técnica o preparatoria,monterrey,4486-6121/1-1
Transporte y comunicaciones,otro,H,50-59,Primaria o Secundaria,monterrey,4487-6124/1-1
Transporte y comunicaciones,otro,H,25-49,Carrera técnica o preparatoria,monterrey,4487-6124/2-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,monterrey,4488-6105/2-1
Industria manufacturera,trabajador,H,50-59,Primaria o Secundaria,monterrey,4489-6125/2-1
Industria manufacturera,trabajador,H,60-64,Primaria o Secundaria,monterrey,4525-313/3-1
Gobierno,trabajador,F,50-59,Carrera técnica o preparatoria,monterrey,4526-341/1-1
Servicios,otro,F,50-59,Licenciatura,monterrey,4527-331/1-1
Servicios,otro,H,18-24,Primaria o Secundaria,monterrey,4528-323/2-1
Otro,otro,F,18-24,Primaria o Secundaria,monterrey,4530-910/2-1
Servicios,otro,H,50-59,Primaria o Secundaria,monterrey,4533-2607/2-1
Comercio,trabajador,H,60-64,Carrera técnica o preparatoria,monterrey,4534-2520/2-1
Comercio,trabajador,H,50-59,Postgrado,escobedo,563-118/1-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,804-206/2-1
Comercio,trabajador,H,50-59,Primaria o Secundaria,escobedo,808-285/1-1
Servicios,otro,H,25-49,Carrera técnica o preparatoria,escobedo,809-218/1-1
Construcción,trabajador,H,18-24,Carrera técnica o preparatoria,hidalgo,1104-103/2-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,hidalgo,1107-206/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,hidalgo,1173-238/2-1
Gobierno,trabajador,H,25-49,Licenciatura,hidalgo,1192-208/2-1
Construcción,trabajador,H,25-49,Primaria o Secundaria,hidalgo,1194-S/N/1-1
Servicios,otro,H,60-64,Sin Instrucción,hidalgo,1195-100/1-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,hidalgo,1197-410/1-1
Servicios,trabajador,H,15-17,Postgrado,hidalgo,1197-410/2-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,hidalgo,1199-114/2-1
Servicios,otro,H,25-49,Primaria o Secundaria,hidalgo,1219-204/2-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,hidalgo,1221-106/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,hidalgo,1227-136/3-1
Servicios,otro,H,25-49,Primaria o Secundaria,hidalgo,1227-136/4-1
Otro,otro,F,50-59,Carrera técnica o preparatoria,hidalgo,1228-123/1-2
Servicios,trabajador,H,50-59,Carrera técnica o preparatoria,hidalgo,1228-123/2-1
Servicios,trabajador,H,18-24,Carrera técnica o preparatoria,hidalgo,1228-123/3-1
Transporte y comunicaciones,trabajador,H,25-49,Primaria o Secundaria,hidalgo,1230-112/2-1
